_ROW,_FIVETRAN_SYNCED,EXPOSED_,EXPOSED_FILTER,WEIGHT_SET,CONTROL_,EXPOSED_N,LIMITING_FILTER,STATISTICAL_SIGNIFICANCE,FOLDER_NAME,CONTROL_N,LIFT,SID,FILTER,DELTA,METRIC,CONTROL_FILTER,CID,TIMESTAMP,TIMESTAMP_DATE,CHANNEL,METRIC_CLEAN,IS_SIGNIFICANT
36914,2025-12-03 22:52:49.518000000,0.435,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.359,786,Timestamp: 2/1/25-2/28/25,0.993986531,Delivery Category,531,0.211,374821," Prepared Restaurant Food (e.g., pizza, Thai food, Mexican food, sushi, etc.)",0.076,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,More than Restaurant Consideration: Packaged Food & Non-Alcoholic Beverages,False
18008,2025-12-03 22:52:49.483000000,0.0,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.0,0,Timestamp: 3/1/25-3/31/25,,Gender,0,0.0,374821,I prefer to self identify,0.0,More than Restaurant Consideration: Baby Supplies,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,More than Restaurant Consideration: Baby Supplies,False
25943,2025-12-03 22:52:49.498000000,0.0,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.0,0,Timestamp: 2/1/25-2/28/25,,Gender,1,0.0,374821,I prefer to self identify,0.0,More than Restaurant Consideration: Flowers,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,More than Restaurant Consideration: Flowers,False
4893,2025-12-03 22:52:49.442000000,0.282,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.165,454,Timestamp: 3/1/25-3/31/25,0.961215096,DashPass Use,71,0.705,374821,Used in the past but do not use now,0.117,Unaided Brand Awareness (Any Mention) - Amazon,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,Unaided Brand Awareness (Any Mention) - Amazon,False
12828,2025-12-03 22:52:49.466000000,0.425,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.368,40,Timestamp: 2/1/25-2/28/25,,DashPass Use,27,0.154,374821,Used in the past but do not use now,0.057,DashPass Benefits Awareness: Discounted rides with Lyft,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,DashPass Benefits Awareness: Discounted rides with Lyft,False
43869,2025-12-03 22:52:49.531000000,0.731,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.693,1135,Timestamp: 4/1/25-6/30/25,0.954861066,Age,1070,0.056,374821,35-44,0.039,BA: Is an essential part of my life,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,BA: Is an essential part of my life,False
28698,2025-12-03 22:52:49.503000000,0.656,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.516,366,Timestamp: 3/1/25-3/31/25,0.995549883,DashPass Use,133,0.272,374821,Used in the past but do not use now,0.14,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,False
454,2025-12-03 22:52:49.416000000,0.716,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.704,510,Timestamp: 2/1/25-2/28/25,0.140777282,Children in HH,56,0.016,374821," Yes, age 13-17",0.011,More than Restaurant Consideration,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,More than Restaurant Consideration,False
47183,2025-12-03 22:52:49.536000000,0.25,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.215,736,Timestamp: 4/1/25-6/30/25,0.855072982,Past Brand Recency - Uber Eats,566,0.16,374821,Several times a week,0.035,Unaided Brand Awareness (First Mention),XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,Unaided Brand Awareness (First Mention),False
38689,2025-12-03 22:52:49.521000000,0.179,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.234,229,Timestamp: 2/1/25-2/28/25,0.824907259,Past Brand Recency - Grubhub,173,-0.235,374821,Once a week,-0.055,Unaided Brand Awareness (First Mention),XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,Unaided Brand Awareness (First Mention),False
16324,2025-12-03 22:52:49.478000000,0.162,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.333,37,Timestamp: 3/1/25-3/31/25,,Children in HH,33,-0.514,374821," Yes, age 13-17",-0.171,More than Restaurant Aided Awareness: Pet Supplies,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,More than Restaurant Aided Awareness: Pet Supplies,False
15088,2025-12-03 22:52:49.474000000,0.357,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.11,28,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Instacart,10,2.25,374821,Less than once a week,0.247,More than Restaurant Consideration: Fresh Food & Produce,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,More than Restaurant Consideration: Fresh Food & Produce,False
46624,2025-12-03 22:52:49.535000000,0.38,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.394,358,Timestamp: 4/1/25-6/30/25,0.258523718,Past Brand Recency - Grubhub,210,-0.035,374821,Less than once a week,-0.014,DashPass Actions – Talked to others,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,DashPass Actions – Talked to others,False
30958,2025-12-03 22:52:49.507000000,0.864,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.694,162,Timestamp: 3/1/25-3/31/25,0.998853458,Past Brand Recency - Instacart,90,0.246,374821,Less than once a week,0.171,More than Restaurant Consideration,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,More than Restaurant Consideration,False
33014,2025-12-03 22:52:49.511000000,0.36,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.323,1436,Timestamp: 4/1/25-6/30/25,0.855885537,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",468,0.115,374821,1,0.037,More than Restaurant Consideration: Health & Medicine,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,More than Restaurant Consideration: Health & Medicine,False
2330,2025-12-03 22:52:49.432000000,0.2,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.0,5,Timestamp: 2/1/25-2/28/25,,Gender,3,0.0,374821,Prefer not to answer,0.2,BA MDS: Meets needs,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,BA MDS: Meets needs,False
40949,2025-12-03 22:52:49.526000000,0.336,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.274,226,Timestamp: 3/1/25-3/31/25,0.836670346,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",202,0.227,374821,1,0.062,More than Restaurant Consideration: Pet Supplies,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,More than Restaurant Consideration: Pet Supplies,False
34250,2025-12-03 22:52:49.513000000,0.371,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.367,1319,Timestamp: 4/1/25-6/30/25,0.119604403,Past Brand Recency - Amazon,444,0.011,374821,Once a week,0.004,More than Restaurant Consideration: Household Essentials,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,More than Restaurant Consideration: Household Essentials,False
5644,2025-12-03 22:52:49.444000000,0.43,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.647,193,Timestamp: 3/1/25-3/31/25,,Ethnicity,41,-0.335,374821,Hispanic,-0.217,Unaided Brand Awareness (Any Mention),XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,Unaided Brand Awareness (Any Mention),False
42185,2025-12-03 22:52:49.528000000,0.433,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.289,238,Timestamp: 3/1/25-3/31/25,0.997466098,Past Brand Recency - Amazon,182,0.498,374821,Once a week,0.144,More than Restaurant Consideration: Personal Care & Beauty,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,More than Restaurant Consideration: Personal Care & Beauty,False
902,2025-12-03 22:52:49.423000000,0.816,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.792,560,Timestamp: 2/1/25-2/28/25,0.363185446,DashPass Use,67,0.03,374821,Used in the past but do not use now,0.024,BA: Is a brand I trust,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,BA: Is a brand I trust,False
18200,2025-12-03 22:52:49.484000000,0.5,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.0,2,Timestamp: 3/1/25-3/31/25,,Gender,1,0.0,374821,Prefer not to answer,0.5,BA: Is a brand I trust,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,BA: Is a brand I trust,False
29449,2025-12-03 22:52:49.505000000,0.0,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.0,0,Timestamp: 3/1/25-3/31/25,,Ethnicity,0,0.0,374821,Black/African American,0.0,DashPass Actions – Saw a Deal,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,DashPass Actions – Saw a Deal,False
16772,2025-12-03 22:52:49.479000000,0.781,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.771,32,Timestamp: 3/1/25-3/31/25,,DashPass Use,35,0.013,374821,Used in the past but do not use now,0.01,BA: Makes my life easier,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,BA: Makes my life easier,False
5011,2025-12-03 22:52:49.442000000,0.663,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.613,1174,Timestamp: 3/1/25-3/31/25,0.811507574,Delivery Category,186,0.08,374821," Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",0.049,DashPass Benefits Awareness: $0 delivery fees on eligible orders,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,DashPass Benefits Awareness: $0 delivery fees on eligible orders,False
47375,2025-12-03 22:52:49.537000000,0.23,XM: 3. TV Exposed,XM: 3. TV (4/1/25-6/30/25),0.227,1686,Timestamp: 4/1/25-6/30/25,0.130552514,Past Brand Usage,1397,0.011,374821,Grubhub,0.002,First Choice Consideration,XM: 3. TV Control,79821,2025-04-01,2025-04-01,Tv,First Choice Consideration,False
36126,2025-12-03 22:52:49.517000000,0.418,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.4,366,Timestamp: 2/1/25-2/28/25,0.358961256,Children in HH,300,0.045,374821," Yes, age 0-6",0.018,DashPass Worth,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,DashPass Worth,False
32642,2025-12-03 22:52:49.510000000,0.368,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.32,1219,Timestamp: 4/1/25-6/30/25,0.918178565,DashPass Use,388,0.152,374821,Used in the past but do not use now,0.049,More than Restaurant Consideration: Health & Medicine,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,More than Restaurant Consideration: Health & Medicine,False
34698,2025-12-03 22:52:49.514000000,0.874,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.916,486,Timestamp: 4/1/25-6/30/25,0.89657189,Past Brand Recency - Grubhub,231,-0.045,374821,Less than once a week,-0.041,DashPass Aided Awareness (DD users),XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,DashPass Aided Awareness (DD users),False
28816,2025-12-03 22:52:49.503000000,0.741,XM: 2. Social Exposed,XM: 2. Social (3/1/25 - 3/31/25),0.708,875,Timestamp: 3/1/25-3/31/25,0.741159176,Delivery Category,334,0.045,374821," Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",0.032,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,XM: 2. Social Control,79821,2025-03-01,2025-03-01,Social,DashPass Benefits: Saves subscription members more money than non-members who use the delivery service,False
1552,2025-12-03 22:52:49.426000000,0.354,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.177,79,Timestamp: 2/1/25-2/28/25,,Ethnicity,22,1.002,374821,Asian,0.177,Unaided Brand Awareness (Any Mention),XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,Unaided Brand Awareness (Any Mention),False
9487,2025-12-03 22:52:49.457000000,0.123,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (4/1/25-4/30/25),0.251,65,Timestamp: 4/1/25-4/30/25,,Ethnicity,16,-0.51,374821,Asian,-0.128,Unaided Brand Awareness (First Mention),XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-04-01,2025-04-01,Any,Unaided Brand Awareness (First Mention),False
17422,2025-12-03 22:52:49.482000000,0.0,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.0,0,Timestamp: 3/1/25-3/31/25,,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",0,0.0,374821,4-9,0.0,DashPass Actions – Talked to others,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,DashPass Actions – Talked to others,False
42633,2025-12-03 22:52:49.529000000,0.947,XM: 3. TV Exposed,XM: 3. TV (3/1/25 - 3/31/25),0.905,113,Timestamp: 3/1/25-3/31/25,0.712481592,Past Brand Recency - Grubhub,66,0.046,374821,Less than once a week,0.042,DashPass Aided Awareness,XM: 3. TV Control,79821,2025-03-01,2025-03-01,Tv,DashPass Aided Awareness,False
25357,2025-12-03 22:52:49.497000000,0.0,XM: 2. Social Exposed,XM: 2. Social (2/1/25-2/28/25),0.0,0,Timestamp: 2/1/25-2/28/25,,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",0,0.0,374821,4-9,0.0,DashPass Actions – Saw a Deal,XM: 2. Social Control,79821,2025-02-01,2025-02-01,Social,DashPass Actions – Saw a Deal,False
35348,2025-12-03 22:52:49.515000000,0.674,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.627,4165,Timestamp: 4/1/25-6/30/25,0.998240837,Past Brand Usage,1354,0.074,374821,Amazon,0.046,Affinity,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,Affinity,False
15162,2025-12-03 22:52:49.474000000,0.778,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.782,18,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Instacart,13,-0.006,374821,Once a week,-0.004,BA: Is a brand I trust,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,BA: Is a brand I trust,False
23097,2025-12-03 22:52:49.493000000,0.833,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.692,30,Timestamp: 4/1/25-6/30/25,,Past Brand Recency - Instacart,42,0.204,374821,Once a week,0.141,BA: Has my favorite brands or stores,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,BA: Has my favorite brands or stores,False
33088,2025-12-03 22:52:49.511000000,0.41,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.325,1569,Timestamp: 4/1/25-6/30/25,0.999445635,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",526,0.263,374821,10-19,0.086,DashPass Worth,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,DashPass Worth,False
1232,2025-12-03 22:52:49.425000000,0.477,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.361,1451,Timestamp: 2/1/25-2/28/25,0.99625098,Delivery Category,174,0.322,374821," Prepared Restaurant Food (e.g., pizza, Thai food, Mexican food, sushi, etc.)",0.116,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,DashPass Benefits Awareness: Max [HBO] subscription included at no extra cost,False
5900,2025-12-03 22:52:49.445000000,0.0,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.754,2,Timestamp: 3/1/25-3/31/25,,Ethnicity,3,-1.0,374821,Prefer not to answer,-0.754,More than Restaurant Aided Awareness: Prepared Restaurant Food,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,More than Restaurant Aided Awareness: Prepared Restaurant Food,False
7126,2025-12-03 22:52:49.450000000,0.158,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.128,158,Timestamp: 3/1/25-3/31/25,0.421402148,Past Brand Recency - Instacart,60,0.235,374821,I did not use in the past 30 days,0.03,Unaided Brand Awareness (Any Mention) - GrubHub,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,Unaided Brand Awareness (Any Mention) - GrubHub,False
13835,2025-12-03 22:52:49.469000000,0.286,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.0,7,Timestamp: 2/1/25-2/28/25,,Ethnicity,3,0.0,374821,Prefer not to answer,0.286,More than Restaurant Aided Awareness,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,More than Restaurant Aided Awareness,False
35028,2025-12-03 22:52:49.515000000,0.353,XM: 2. Social Exposed,XM: 2. Social (4/1/25-6/30/25),0.369,1134,Timestamp: 4/1/25-6/30/25,0.383152329,Past Brand Recency - Instacart,264,-0.044,374821,Once a week,-0.016,Unaided Brand Awareness (Any Mention) - Uber Eats,XM: 2. Social Control,79821,2025-04-01,2025-04-01,Social,Unaided Brand Awareness (Any Mention) - Uber Eats,False
21770,2025-12-03 22:52:49.491000000,0.0,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.0,5,Timestamp: 4/1/25-6/30/25,,Ethnicity,5,0.0,374821,Prefer not to answer,0.0,Affinity,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,Affinity,False
12306,2025-12-03 22:52:49.464000000,0.233,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.186,30,Timestamp: 2/1/25-2/28/25,,Children in HH,21,0.252,374821," Yes, age 0-6",0.047,More than Restaurant Consideration: Health & Medicine,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,More than Restaurant Consideration: Health & Medicine,False
12929,2025-12-03 22:52:49.466000000,0.445,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.529,110,Timestamp: 2/1/25-2/28/25,0.759108504,Delivery Category,91,-0.157,374821," Household Essentials (e.g., paper towels, toilet paper, cleaning supplies, organizers, etc.)",-0.083,BA: Has my favorite brands or stores,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,BA: Has my favorite brands or stores,False
20241,2025-12-03 22:52:49.488000000,0.298,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.231,94,Timestamp: 4/1/25-6/30/25,0.688031576,Children in HH,84,0.291,374821," Yes, age 0-6",0.067,More than Restaurant Consideration: Pet Supplies,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,More than Restaurant Consideration: Pet Supplies,False
2815,2025-12-03 22:52:49.434000000,0.44,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (2/1/25-2/28/25),0.549,588,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - DoorDash,28,-0.198,374821,Several times a week,-0.109,More than Restaurant Consideration: Personal Care & Beauty,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-02-01,2025-02-01,Any,More than Restaurant Consideration: Personal Care & Beauty,False
18685,2025-12-03 22:52:49.485000000,0.4,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (3/1/25 - 3/31/25),0.6,15,Timestamp: 3/1/25-3/31/25,,Past Brand Recency - DoorDash,15,-0.333,374821,Several times a week,-0.2,More than Restaurant Consideration: Alcoholic Beverages,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-03-01,2025-03-01,Digital,More than Restaurant Consideration: Alcoholic Beverages,False
36355,2025-12-03 22:52:49.517000000,0.487,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.475,429,Timestamp: 2/1/25-2/28/25,0.255657532,DashPass Benefit Awareness,275,0.027,374821,$0 Delivery + 1 Other Benefit (DP users),0.013,More than Restaurant Consideration: Alcoholic Beverages,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,More than Restaurant Consideration: Alcoholic Beverages,False
38167,2025-12-03 22:52:49.520000000,0.736,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.702,197,Timestamp: 2/1/25-2/28/25,0.500999054,Past Brand Recency - Amazon,130,0.049,374821,Less than once a week,0.034,BA MDS: Is different,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,BA MDS: Is different,False
15061,2025-12-03 22:52:49.474000000,0.455,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.177,22,Timestamp: 2/1/25-2/28/25,,Past Brand Recency - Instacart,24,1.569,374821,I did not use in the past 30 days,0.278,Unaided Brand Awareness (Any Mention) - Amazon,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,Unaided Brand Awareness (Any Mention) - Amazon,False
13414,2025-12-03 22:52:49.468000000,0.163,XM Combos (Through 4/30) OLD: 4. Digital Exposed ONLY,XM: 4. Digital ONLY (2/1/25-2/28/25),0.225,49,Timestamp: 2/1/25-2/28/25,,"Digital Frequency (1, 2-3, 4-9, 10-19, 20+) with Control ",158,-0.273,374821,4-9,-0.061,More than Restaurant Consideration: Fresh Food & Produce,XM Combos (Through 4/30) OLD: 4. Digital Control ONLY,79821,2025-02-01,2025-02-01,Digital,More than Restaurant Consideration: Fresh Food & Produce,False
7931,2025-12-03 22:52:49.453000000,0.325,XM Combos (Through 4/30) OLD: 0. ANY Exposed,XM: 0. ANY (3/1/25 - 3/31/25),0.387,412,Timestamp: 3/1/25-3/31/25,0.738176802,Past Brand Usage,91,-0.159,374821,Used Competitor but NOT Used DoorDash,-0.061,Unaided Brand Awareness (Any Mention) - Amazon,XM Combos (Through 4/30) OLD: 0. ANY Control,79821,2025-03-01,2025-03-01,Any,Unaided Brand Awareness (Any Mention) - Amazon,False
22996,2025-12-03 22:52:49.493000000,0.194,XM Combos (Through 6/30): 4. Digital Exposed ONLY,XM: 4. Digital ONLY (4/1/25-6/30/25),0.206,108,Timestamp: 4/1/25-6/30/25,0.154256482,Past Brand Recency - Instacart,82,-0.055,374821,I did not use in the past 30 days,-0.011,DashPass Benefits Awareness: Discounted rides with Lyft,XM Combos (Through 6/30): 4. Digital Control ONLY,79821,2025-04-01,2025-04-01,Digital,DashPass Benefits Awareness: Discounted rides with Lyft,False
39275,2025-12-03 22:52:49.523000000,0.438,XM: 3. TV Exposed,XM: 3. TV (2/1/25-2/28/25),0.312,299,Timestamp: 2/1/25-2/28/25,0.995635797,Past Brand Recency - Uber Eats,206,0.403,374821,Several times a week,0.126,More than Restaurant Consideration: Pet Supplies,XM: 3. TV Control,79821,2025-02-01,2025-02-01,Tv,More than Restaurant Consideration: Pet Supplies,False
